文本内容,识别结果,风险原因
1407,通过,NA
1408,通过,NA
1409,拒绝,politics:中华人民共和国
1410,通过,NA
1411,拒绝,politics:中国共产党
1412,拒绝,politics:中华人民共和国
1413,拒绝,politics:中华人民共和国
1414,通过,NA
1415,通过,NA
1416,通过,NA
1417,通过,NA
1418,通过,NA
1419,通过,NA
1420,通过,NA
1421,通过,NA
1422,拒绝,politics:中华人民共和国
1423,通过,NA
1424,通过,NA
1425,通过,NA
1426,通过,NA
1427,拒绝,politics:毛泽东
1428,通过,NA
1429,通过,NA
1430,通过,NA
1431,通过,NA
1432,通过,NA
1433,通过,NA
1434,通过,NA
1435,通过,NA
1436,通过,NA
1437,拒绝,politics:中华人民共和国
1438,通过,NA
1439,拒绝,ad:13247681113
1440,通过,NA
1441,通过,NA
1442,通过,NA
1443,通过,NA
1444,通过,NA
1445,通过,NA
1446,拒绝,politics:中华人民共和国;ad:13713848604-18607604588
1447,拒绝,politics:中华民国
1448,通过,NA
1449,拒绝,politics:人大代表-民主
1450,通过,NA
1451,通过,NA
1452,通过,NA
1453,通过,NA
1454,通过,NA
1455,通过,NA
1456,拒绝,politics:中华人民共和国
1457,通过,NA
1458,拒绝,politics:习近平总书记-改革
1459,拒绝,politics:改革
1460,通过,NA
1461,通过,NA
1462,通过,NA
1463,通过,NA
1464,通过,NA
1465,通过,NA
1466,拒绝,politics:改革
1467,拒绝,politics:改革
1468,通过,NA
1469,通过,NA
1470,通过,NA
1471,通过,NA
1472,拒绝,politics:中华人民共和国
1473,拒绝,politics:慈善基金会
1474,通过,NA
1475,通过,NA
1476,通过,NA
1477,拒绝,ad:房屋出租
1478,拒绝,ad:房屋出租
1479,通过,NA
1480,拒绝,politics:改革
1481,通过,NA
1482,通过,NA
1483,通过,NA
1484,通过,NA
1485,通过,NA
1486,拒绝,politics:茅于轼
1487,通过,NA
1488,通过,NA
1489,通过,NA
1490,通过,NA
1491,通过,NA
1492,通过,NA
1493,通过,NA
1494,通过,NA
1495,拒绝,porn:快感
1496,通过,NA
1497,通过,NA
1498,通过,NA
1499,通过,NA
1500,通过,NA
1501,通过,NA
1502,通过,NA
1503,通过,NA
1504,通过,NA
1505,通过,NA
1506,通过,NA
1507,通过,NA
1508,通过,NA
1509,通过,NA
1510,通过,NA
1511,通过,NA
1512,通过,NA
1513,通过,NA
1514,拒绝,ad:0798-8278668
1515,通过,NA
1516,通过,NA
1517,通过,NA
1518,通过,NA
1519,通过,NA
1520,通过,NA
1521,通过,NA
1522,通过,NA
1523,通过,NA
1524,通过,NA
1525,通过,NA
1526,拒绝,politics:改革
1527,通过,NA
1528,通过,NA
1529,通过,NA
1530,通过,NA
1531,通过,NA
1532,拒绝,politics:中华人民共和国
1533,通过,NA
1534,通过,NA
1535,拒绝,politics:周恩来
1536,通过,NA
1537,通过,NA
1538,通过,NA
1539,通过,NA
1540,通过,NA
1541,拒绝,ad:诚信经营
1542,通过,NA
1543,通过,NA
1544,通过,NA
1545,通过,NA
1546,拒绝,politics:中华人民共和国
1547,通过,NA
1548,拒绝,politics:习近平-党中央
1549,通过,NA
1550,通过,NA
1551,拒绝,politics:改革
1552,拒绝,politics:茅于轼
1553,通过,NA
1554,通过,NA
1555,拒绝,politics:改革;abuse:草泥马
1556,通过,NA
1557,通过,NA
1558,通过,NA
1559,拒绝,politics:改革
1560,拒绝,politics:改革
1561,通过,NA
1562,通过,NA
1563,通过,NA
1564,通过,NA
1565,通过,NA
1566,通过,NA
1567,通过,NA
1568,通过,NA
1569,通过,NA
1570,通过,NA
1571,通过,NA
1572,通过,NA
1573,拒绝,politics:习近平
1574,通过,NA
1575,通过,NA
1576,通过,NA
1577,通过,NA
1578,通过,NA
1579,通过,NA
1580,通过,NA
1581,通过,NA
1582,通过,NA
1583,拒绝,politics:改革
1584,拒绝,ad:qq群-微信公众号
1585,通过,NA
1586,通过,NA
1587,拒绝,politics:共产党-毛泽东
1588,拒绝,politics:共和国
1589,拒绝,politics:共和国
1590,通过,NA
1591,通过,NA
1592,通过,NA
1593,通过,NA
1594,拒绝,politics:改革
1595,通过,NA
1596,通过,NA
1597,通过,NA
1598,通过,NA
1599,通过,NA
1600,通过,NA
1601,通过,NA
1602,通过,NA
1603,通过,NA
1604,通过,NA
1605,通过,NA
1606,通过,NA
1607,通过,NA
1608,通过,NA
1609,通过,NA
1610,通过,NA
1611,通过,NA
1612,通过,NA
1613,通过,NA
1614,通过,NA
1615,通过,NA
1616,通过,NA
1617,拒绝,politics:毛泽东
1618,通过,NA
1619,通过,NA
1620,通过,NA
1621,通过,NA
1622,通过,NA
1623,通过,NA
1624,通过,NA
1625,通过,NA
1626,通过,NA
1627,通过,NA
1628,通过,NA
1629,通过,NA
1630,拒绝,ban:身份证制作
1631,通过,NA
1632,通过,NA
1633,拒绝,politics:中华人民共和国
1634,拒绝,politics:习近平总书记
1635,通过,NA
1636,通过,NA
1637,拒绝,politics:中华人民共和国
1638,通过,NA
1639,通过,NA
1640,通过,NA
1641,拒绝,politics:中国共产党-周恩来-改革
1642,通过,NA
1643,通过,NA
1644,拒绝,politics:中华人民共和国
1645,通过,NA
1646,通过,NA
1647,通过,NA
1648,通过,NA
1649,通过,NA
1650,通过,NA
1651,通过,NA
1652,拒绝,ad:微信号
1653,通过,NA
1654,拒绝,politics:中国共产党;ad:专升本
1655,通过,NA
1656,拒绝,politics:中国共产党
1657,通过,NA
1658,通过,NA
1659,通过,NA
1660,通过,NA
1661,通过,NA
1662,通过,NA
1663,通过,NA
1664,通过,NA
1665,通过,NA
1666,拒绝,politics:共产党
1667,通过,NA
1668,通过,NA
1669,通过,NA
1670,通过,NA
1671,通过,NA
1672,通过,NA
1673,通过,NA
1674,拒绝,politics:中华人民共和国
1675,通过,NA
1676,拒绝,politics:改革
1677,通过,NA
1678,通过,NA
1679,通过,NA
1680,拒绝,ad:诚信经营
1681,通过,NA
1682,通过,NA
1683,通过,NA
1684,拒绝,politics:中央委员会-人大代表-国务院总理-政治局常委-温家宝
1685,通过,NA
1686,通过,NA
1687,通过,NA
1688,通过,NA
1689,通过,NA
1690,通过,NA
1691,通过,NA
1692,拒绝,politics:改革
1693,通过,NA
1694,拒绝,politics:习近平
1695,通过,NA
1696,通过,NA
1697,通过,NA
1698,通过,NA
1699,通过,NA
1700,通过,NA
1701,拒绝,ban:伪基站
1702,通过,NA
1703,通过,NA
1704,通过,NA
1705,通过,NA
1706,通过,NA
1707,拒绝,politics:改革
1708,通过,NA
1709,通过,NA
1710,拒绝,politics:改革
1711,通过,NA
1712,通过,NA
1713,拒绝,politics:中央政府
1714,拒绝,politics:中华人民共和国
1715,通过,NA
1716,拒绝,politics:中华人民共和国
1717,通过,NA
1718,通过,NA
1719,拒绝,politics:习近平
1720,拒绝,ad:微信公众号
1721,通过,NA
1722,通过,NA
1723,通过,NA
1724,通过,NA
1725,通过,NA
1726,通过,NA
1727,通过,NA
1728,通过,NA
1729,通过,NA
1730,通过,NA
1731,通过,NA
1732,拒绝,politics:邓楠
1733,拒绝,politics:中央领导
1734,通过,NA
1735,拒绝,ad:微信公众号
1736,通过,NA
1737,拒绝,politics:政治挑战
1738,通过,NA
1739,通过,NA
1740,通过,NA
1741,通过,NA
1742,通过,NA
1743,通过,NA
1744,通过,NA
1745,通过,NA
1746,通过,NA
1747,通过,NA
1748,通过,NA
1749,通过,NA
1750,通过,NA
1751,通过,NA
1752,拒绝,politics:中国共产党
1753,拒绝,politics:中国共产党
1754,通过,NA
1755,拒绝,politics:民主
1756,通过,NA
1757,拒绝,politics:民主
1758,通过,NA
1759,通过,NA
1760,通过,NA
1761,通过,NA
1762,通过,NA
1763,通过,NA
1764,通过,NA
1765,通过,NA
1766,通过,NA
1767,通过,NA
1768,通过,NA
1769,通过,NA
1770,通过,NA
1771,拒绝,politics:中华人民共和国
1772,通过,NA
1773,通过,NA
1774,通过,NA
1775,通过,NA
1776,通过,NA
1777,通过,NA
1778,通过,NA
1779,通过,NA
1780,通过,NA
1781,通过,NA
1782,通过,NA
1783,通过,NA
1784,通过,NA
1785,通过,NA
1786,通过,NA
1787,拒绝,politics:共和国-改革
1788,拒绝,politics:毛泽东
1789,通过,NA
1790,通过,NA
1791,通过,NA
1792,通过,NA
1793,通过,NA
1794,通过,NA
1795,通过,NA
1796,通过,NA
1797,拒绝,ban:乙醚
1798,通过,NA
1799,通过,NA
1800,通过,NA
1801,拒绝,ad:房屋出租
1802,通过,NA
1803,通过,NA
1804,通过,NA
1805,通过,NA
1806,拒绝,politics:中国共产党-毛泽东
1807,通过,NA
1808,通过,NA
1809,通过,NA
1810,通过,NA
1811,通过,NA
1812,拒绝,politics:中华人民共和国
1813,通过,NA
1814,通过,NA
1815,拒绝,politics:中华人民共和国
1816,通过,NA
1817,拒绝,politics:中国共产党-民主
1818,通过,NA
1819,通过,NA
1820,通过,NA
1821,通过,NA
1822,通过,NA
1823,通过,NA
1824,通过,NA
1825,通过,NA
1826,通过,NA
1827,通过,NA
1828,拒绝,ad:13247681113
1829,通过,NA
1830,通过,NA
1831,通过,NA
1832,通过,NA
1833,通过,NA
1834,通过,NA
1835,拒绝,politics:习近平-党中央
1836,通过,NA
1837,通过,NA
1838,拒绝,politics:中华人民共和国;ad:代理招聘
1839,通过,NA
1840,通过,NA
1841,通过,NA
1842,拒绝,normal:仿真枪;ban:吸食-携带-毒品
1843,通过,NA
1844,通过,NA
1845,通过,NA
1846,通过,NA
1847,拒绝,ad:微信公众号
1848,通过,NA
1849,拒绝,porn:性社区
1850,通过,NA
1851,通过,NA
1852,通过,NA
1853,通过,NA
1854,通过,NA
1855,通过,NA
1856,通过,NA
1857,通过,NA
1858,通过,NA
1859,通过,NA
1860,通过,NA
1861,通过,NA
1862,通过,NA
1863,通过,NA
1864,通过,NA
1865,通过,NA
1866,拒绝,politics:改革-民主
1867,拒绝,politics:民主;abuse:禁欲
1868,通过,NA
1869,拒绝,politics:中华人民共和国
1870,通过,NA
1871,拒绝,politics:中华人民共和国
1872,通过,NA
1873,拒绝,politics:中国共产党-改革
1874,通过,NA
1875,拒绝,politics:普京-种族灭绝
1876,通过,NA
1877,通过,NA
1878,通过,NA
1879,通过,NA
1880,通过,NA
1881,通过,NA
1882,通过,NA
1883,通过,NA
1884,通过,NA
1885,通过,NA
1886,通过,NA
1887,通过,NA
1888,通过,NA
1889,通过,NA
1890,通过,NA
1891,通过,NA
1892,通过,NA
1893,通过,NA
1894,通过,NA
1895,通过,NA
1896,通过,NA
1897,拒绝,politics:中华人民共和国
1898,通过,NA
1899,通过,NA
1900,通过,NA
1901,通过,NA
1902,通过,NA
1903,通过,NA
1904,通过,NA
1905,通过,NA
1906,通过,NA
1907,通过,NA
1908,通过,NA
1909,通过,NA
1910,通过,NA
1911,通过,NA
1912,通过,NA
1913,拒绝,abuse:处女
1914,通过,NA
1915,通过,NA
1916,拒绝,terrorism:核弹头
1917,通过,NA
1918,通过,NA
1919,通过,NA
1920,通过,NA
1921,通过,NA
1922,通过,NA
1923,通过,NA
1924,通过,NA
1925,通过,NA
1926,通过,NA
1927,通过,NA
1928,通过,NA
1929,通过,NA
1930,通过,NA
1931,拒绝,politics:习近平
1932,拒绝,politics:改革
1933,通过,NA
1934,通过,NA
1935,通过,NA
1936,通过,NA
1937,通过,NA
1938,通过,NA
1939,通过,NA
1940,拒绝,ban:西布曲明
1941,通过,NA
1942,通过,NA
1943,通过,NA
1944,通过,NA
1945,通过,NA
1946,通过,NA
1947,通过,NA
1948,通过,NA
1949,拒绝,politics:改革
1950,通过,NA
1951,通过,NA
1952,通过,NA
1953,通过,NA
1954,通过,NA
1955,通过,NA
1956,通过,NA
1957,通过,NA
1958,通过,NA
1959,拒绝,ad:诚信经营
1960,通过,NA
1961,拒绝,politics:中国共产党-共产党-官僚资本主义-改革
1962,通过,NA
1963,通过,NA
1964,通过,NA
1965,通过,NA
1966,通过,NA
1967,通过,NA
1968,拒绝,ad:0935-8322116-0935-8351751-0935-8353250-电话联系
1969,通过,NA
1970,拒绝,politics:改革
1971,通过,NA
1972,通过,NA
1973,通过,NA
1974,通过,NA
1975,拒绝,politics:中华人民共和国
1976,通过,NA
1977,拒绝,politics:习近平总书记-党中央
1978,通过,NA
1979,通过,NA
1980,通过,NA
1981,通过,NA
1982,通过,NA
1983,通过,NA
1984,拒绝,politics:中国共产党-习近平-习近平总书记-党中央
1985,通过,NA
1986,通过,NA
1987,通过,NA
1988,通过,NA
1989,通过,NA
1990,通过,NA
1991,通过,NA
1992,通过,NA
1993,通过,NA
1994,通过,NA
1995,通过,NA
1996,通过,NA
1997,通过,NA
1998,通过,NA
1999,通过,NA
2000,通过,NA
2001,通过,NA
2002,通过,NA
2003,通过,NA
2004,通过,NA
2005,通过,NA
2006,通过,NA
2007,拒绝,politics:习近平
2008,通过,NA
2009,拒绝,ad:微信公众号
2010,通过,NA
2011,通过,NA
2012,通过,NA
2013,拒绝,politics:中国共产党-党中央
2014,通过,NA
2015,拒绝,politics:中国共产党
2016,通过,NA
2017,通过,NA
2018,通过,NA
2019,拒绝,politics:习近平-改革
2020,通过,NA
2021,拒绝,politics:改革
2022,通过,NA
2023,拒绝,politics:南朝鲜-国民党
2024,通过,NA
2025,通过,NA
2026,通过,NA
2027,拒绝,politics:习近平
2028,通过,NA
2029,通过,NA
2030,通过,NA
2031,通过,NA
2032,通过,NA
2033,通过,NA
2034,拒绝,politics:习近平
2035,通过,NA
2036,拒绝,politics:改革
2037,通过,NA
2038,通过,NA
2039,通过,NA
2040,通过,NA
2041,通过,NA
2042,通过,NA
2043,通过,NA
2044,通过,NA
2045,通过,NA
2046,拒绝,porn:勃起-性功能-性欲-早泄-阳痿
2047,拒绝,politics:中华人民共和国;ad:电话联系
2048,通过,NA
2049,拒绝,porn:乳头
2050,通过,NA
2051,通过,NA
2052,通过,NA
2053,拒绝,politics:中华人民共和国
2054,通过,NA
2055,拒绝,politics:改革
2056,通过,NA
2057,通过,NA
2058,通过,NA
2059,通过,NA
2060,通过,NA
2061,通过,NA
2062,拒绝,ban:携带-毒品
2063,通过,NA
2064,通过,NA
2065,通过,NA
2066,通过,NA
2067,通过,NA
2068,通过,NA
2069,通过,NA
2070,通过,NA
2071,通过,NA
2072,拒绝,politics:中华人民共和国
2073,通过,NA
2074,通过,NA
2075,通过,NA
2076,通过,NA
2077,通过,NA
2078,拒绝,porn:性欲
2079,通过,NA
2080,拒绝,politics:中华人民共和国
2081,通过,NA
2082,拒绝,abuse:裸体
2083,拒绝,politics:习近平总书记
2084,拒绝,politics:党中央-改革
2085,通过,NA
2086,拒绝,politics:中国共产党
2087,拒绝,porn:勃起
2088,通过,NA
2089,通过,NA
2090,通过,NA
2091,通过,NA
2092,通过,NA
2093,通过,NA
2094,通过,NA
2095,通过,NA
2096,通过,NA
2097,通过,NA
2098,通过,NA
2099,通过,NA
2100,通过,NA
2101,拒绝,politics:中华人民共和国
2102,通过,NA
2103,通过,NA
2104,通过,NA
2105,通过,NA
2106,通过,NA
2107,通过,NA
2108,通过,NA
2109,拒绝,politics:毛泽东
2110,通过,NA
2111,拒绝,ban:罂粟碱
2112,通过,NA
2113,通过,NA
2114,拒绝,politics:中国共产党-共产党
2115,拒绝,politics:中华人民共和国
2116,拒绝,politics:青天白日
2117,通过,NA
2118,拒绝,politics:中华人民共和国
2119,通过,NA
2120,通过,NA
2121,拒绝,politics:共和国-赫鲁晓夫
2122,通过,NA
2123,通过,NA
2124,通过,NA
2125,通过,NA
2126,通过,NA
2127,通过,NA
2128,拒绝,politics:改革
2129,通过,NA
2130,通过,NA
2131,拒绝,abuse:白痴
2132,通过,NA
2133,通过,NA
2134,通过,NA
2135,通过,NA
2136,通过,NA
2137,通过,NA
2138,拒绝,politics:中华人民共和国
2139,通过,NA
2140,通过,NA
2141,通过,NA
2142,通过,NA
2143,通过,NA
2144,通过,NA
2145,拒绝,politics:中华人民共和国
2146,拒绝,politics:中华人民共和国
2147,通过,NA
2148,拒绝,politics:中华人民共和国
2149,拒绝,politics:改革
2150,拒绝,porn:性功能
2151,拒绝,politics:民主
2152,通过,NA
2153,通过,NA
2154,通过,NA
2155,通过,NA
2156,通过,NA
2157,拒绝,politics:中华人民共和国
2158,通过,NA
2159,拒绝,politics:习近平总书记
2160,通过,NA
2161,通过,NA
2162,通过,NA
2163,通过,NA
2164,通过,NA
2165,通过,NA
2166,通过,NA
2167,拒绝,politics:中华人民共和国
2168,通过,NA
2169,通过,NA
2170,通过,NA
2171,拒绝,politics:中华人民共和国
2172,通过,NA
2173,拒绝,ban:大麻
2174,拒绝,politics:改革
2175,通过,NA
2176,通过,NA
2177,拒绝,politics:改革
2178,拒绝,politics:中华民国-中国共产党-周恩来-毛泽东
2179,通过,NA
2180,通过,NA
2181,通过,NA
2182,通过,NA
2183,通过,NA
2184,通过,NA
2185,通过,NA
2186,通过,NA
2187,通过,NA
2188,通过,NA
2189,拒绝,politics:改革-民主
2190,通过,NA
2191,通过,NA
2192,通过,NA
2193,通过,NA
2194,通过,NA
2195,通过,NA
2196,通过,NA
2197,通过,NA
2198,通过,NA
2199,通过,NA
2200,通过,NA
2201,通过,NA
2202,通过,NA
2203,拒绝,politics:改革
2204,通过,NA
2205,通过,NA
2206,拒绝,ad:微信公众号
2207,拒绝,politics:改革
2208,拒绝,politics:慈善基金会
2209,通过,NA
2210,通过,NA
2211,通过,NA
2212,通过,NA
2213,通过,NA
2214,通过,NA
2215,拒绝,politics:中华人民共和国
2216,通过,NA
2217,通过,NA
2218,通过,NA
2219,通过,NA
2220,通过,NA
2221,通过,NA
2222,通过,NA
2223,通过,NA
2224,通过,NA
2225,通过,NA
2226,拒绝,politics:赖昌星
2227,通过,NA
2228,通过,NA
2229,拒绝,politics:中国共产党
2230,通过,NA
2231,通过,NA
2232,通过,NA
2233,通过,NA
2234,拒绝,politics:tibet-中国共产党
2235,拒绝,politics:特朗普
2236,拒绝,politics:拜登
2237,通过,NA
2238,通过,NA
2239,通过,NA
2240,拒绝,politics:改革
2241,拒绝,politics:中华人民共和国-中国共产党-共和国-总书记-改革-毛泽东-民主-赫鲁晓夫
2242,通过,NA
2243,通过,NA
2244,通过,NA
2245,通过,NA
2246,通过,NA
2247,通过,NA
2248,通过,NA
2249,通过,NA
2250,通过,NA
2251,通过,NA
2252,通过,NA
2253,通过,NA
2254,通过,NA
2255,通过,NA
2256,拒绝,politics:中华人民共和国
2257,通过,NA
2258,通过,NA
2259,通过,NA
2260,通过,NA
2261,通过,NA
2262,通过,NA
2263,拒绝,politics:中国共产党
2264,拒绝,politics:达赖
2265,通过,NA
2266,通过,NA
2267,通过,NA
2268,通过,NA
2269,通过,NA
2270,通过,NA
2271,通过,NA
2272,通过,NA
2273,通过,NA
2274,通过,NA
2275,拒绝,politics:改革
2276,通过,NA
2277,通过,NA
2278,通过,NA
2279,通过,NA
2280,拒绝,politics:改革
2281,通过,NA
2282,通过,NA
2283,通过,NA
2284,拒绝,ban:枪支销售
2285,通过,NA
2286,通过,NA
2287,通过,NA
2288,拒绝,politics:茅于轼
2289,通过,NA
2290,通过,NA
2291,通过,NA
2292,拒绝,ad:13247681113
2293,拒绝,politics:习近平-国家主席-娜塔莉;porn:色戒
2294,通过,NA
2295,拒绝,abuse:裸体
2296,通过,NA
2297,通过,NA
2298,通过,NA
2299,通过,NA
2300,通过,NA
2301,拒绝,politics:中共
2302,通过,NA
2303,拒绝,porn:性欲望
2304,拒绝,politics:改革
2305,通过,NA
2306,通过,NA
2307,通过,NA
2308,通过,NA
2309,通过,NA
2310,通过,NA
2311,通过,NA
2312,通过,NA
2313,通过,NA
2314,通过,NA
2315,拒绝,politics:中华人民共和国
2316,拒绝,politics:中华人民共和国
2317,通过,NA
2318,通过,NA
2319,通过,NA
2320,通过,NA
2321,通过,NA
2322,拒绝,politics:中国共产党
2323,通过,NA
2324,通过,NA
2325,通过,NA
2326,通过,NA
2327,通过,NA
2328,通过,NA
2329,通过,NA
2330,拒绝,politics:朱德
2331,通过,NA
2332,通过,NA
2333,通过,NA
2334,通过,NA
2335,通过,NA
2336,通过,NA
2337,拒绝,politics:民主
2338,通过,NA
2339,拒绝,politics:中华人民共和国
2340,通过,NA
2341,通过,NA
2342,通过,NA
2343,通过,NA
2344,通过,NA
2345,通过,NA
2346,通过,NA
2347,通过,NA
2348,通过,NA
2349,通过,NA
2350,通过,NA
2351,拒绝,politics:中华人民共和国
2352,通过,NA
2353,拒绝,politics:中国共产党
2354,通过,NA
2355,通过,NA
2356,通过,NA
2357,通过,NA
2358,通过,NA
2359,通过,NA
2360,通过,NA
2361,通过,NA
2362,通过,NA
2363,通过,NA
2364,通过,NA
2365,通过,NA
2366,通过,NA
2367,拒绝,politics:中国共产党
2368,通过,NA
2369,通过,NA
2370,通过,NA
2371,通过,NA
2372,通过,NA
2373,拒绝,politics:中华人民共和国
2374,通过,NA
2375,通过,NA
2376,拒绝,politics:改革
2377,通过,NA
2378,通过,NA
2379,通过,NA
2380,通过,NA
2381,通过,NA
2382,通过,NA
2383,通过,NA
2384,通过,NA
2385,通过,NA
2386,拒绝,politics:国民党-毛泽东
2387,通过,NA
2388,通过,NA
2389,通过,NA
2390,拒绝,politics:毛泽东
2391,通过,NA
2392,通过,NA
2393,拒绝,ad:诚信经营
2394,通过,NA
2395,通过,NA
2396,通过,NA
2397,通过,NA
2398,通过,NA
2399,通过,NA
2400,通过,NA
2401,通过,NA
2402,拒绝,politics:毛泽东
2403,通过,NA
2404,通过,NA
2405,通过,NA
2406,通过,NA
2407,通过,NA
2408,通过,NA
2409,通过,NA
2410,通过,NA
2411,通过,NA
2412,通过,NA
2413,通过,NA
2414,通过,NA
2415,通过,NA
2416,通过,NA
2417,通过,NA
2418,拒绝,politics:改革
2419,通过,NA
2420,通过,NA
2421,通过,NA
2422,通过,NA
2423,通过,NA
2424,通过,NA
2425,通过,NA
2426,拒绝,politics:改革
2427,通过,NA
2428,通过,NA
2429,拒绝,politics:中国共产党-习近平总书记
2430,通过,NA
2431,通过,NA
2432,通过,NA
2433,通过,NA
2434,通过,NA
2435,拒绝,politics:文革;porn:性虐待
2436,拒绝,porn:dick
2437,拒绝,politics:中华人民共和国
2438,通过,NA
2439,通过,NA
2440,通过,NA
2441,通过,NA
2442,拒绝,politics:中华人民共和国
2443,拒绝,politics:中华人民共和国
2444,拒绝,politics:中华人民共和国
2445,拒绝,politics:民主
2446,通过,NA
2447,通过,NA
2448,拒绝,politics:达赖
2449,通过,NA
2450,通过,NA
2451,通过,NA
2452,通过,NA
2453,通过,NA
2454,通过,NA
2455,拒绝,porn:快感-性欲
2456,拒绝,politics:中华人民共和国
2457,通过,NA
2458,通过,NA
2459,通过,NA
2460,通过,NA
2461,拒绝,politics:改革
2462,通过,NA
2463,通过,NA
2464,通过,NA
2465,拒绝,politics:共产党
2466,通过,NA
2467,通过,NA
2468,通过,NA
2469,通过,NA
2470,通过,NA
2471,通过,NA
2472,通过,NA
2473,通过,NA
2474,通过,NA
2475,通过,NA
2476,拒绝,politics:习近平
2477,通过,NA
2478,通过,NA
2479,通过,NA
2480,通过,NA
2481,拒绝,politics:党中央
2482,拒绝,politics:反华
2483,拒绝,politics:中国共产党-民主
2484,通过,NA
2485,通过,NA
2486,拒绝,politics:中国共产党
2487,拒绝,politics:中央政府
2488,通过,NA
2489,通过,NA
2490,通过,NA
2491,通过,NA
2492,拒绝,politics:改革
2493,通过,NA
2494,通过,NA
2495,通过,NA
2496,通过,NA
2497,通过,NA
2498,拒绝,politics:民主
2499,拒绝,politics:民主
2500,通过,NA
2501,通过,NA
2502,通过,NA
2503,拒绝,ban:携带-毒品
2504,通过,NA
2505,通过,NA
2506,通过,NA
2507,拒绝,politics:改革
2508,通过,NA
2509,拒绝,politics:中华人民共和国
2510,通过,NA
2511,拒绝,politics:北京的夏;porn:上门服务
2512,通过,NA
2513,通过,NA
2514,通过,NA
2515,拒绝,politics:改革
2516,通过,NA
2517,通过,NA
2518,通过,NA
2519,拒绝,politics:江青
2520,通过,NA
2521,通过,NA
2522,通过,NA
2523,通过,NA
2524,通过,NA
2525,通过,NA
2526,通过,NA
2527,通过,NA
2528,通过,NA
2529,拒绝,politics:中华人民共和国
2530,通过,NA
2531,拒绝,politics:june4th
2532,通过,NA
2533,通过,NA
2534,通过,NA
2535,通过,NA
2536,通过,NA
2537,通过,NA
2538,拒绝,politics:闪灵;abuse:妓女;porn:艳照门
2539,通过,NA
2540,通过,NA
2541,通过,NA
2542,通过,NA
2543,通过,NA
2544,通过,NA
2545,通过,NA
2546,通过,NA
2547,通过,NA
2548,通过,NA
2549,通过,NA
2550,拒绝,politics:中国共产党
2551,通过,NA
2552,拒绝,politics:共和国
2553,通过,NA
2554,通过,NA
2555,通过,NA
2556,拒绝,ban:澳门威尼斯
2557,通过,NA
2558,通过,NA
2559,拒绝,politics:中华人民共和国
2560,通过,NA
2561,通过,NA
2562,通过,NA
2563,通过,NA
2564,通过,NA
2565,通过,NA
2566,通过,NA
2567,通过,NA
2568,通过,NA
2569,通过,NA
2570,通过,NA
2571,拒绝,politics:毛泽东
2572,通过,NA
2573,拒绝,ad:0371-55668226
2574,通过,NA
2575,通过,NA
2576,通过,NA
2577,通过,NA
2578,通过,NA
2579,拒绝,politics:残酷迫害
2580,通过,NA
2581,拒绝,politics:改革
2582,通过,NA
2583,通过,NA
2584,通过,NA
2585,通过,NA
2586,通过,NA
2587,通过,NA
2588,通过,NA
2589,通过,NA
2590,通过,NA
2591,通过,NA
2592,通过,NA
2593,通过,NA
2594,拒绝,politics:中华人民共和国
2595,通过,NA
2596,通过,NA
2597,拒绝,politics:中共中央-中华人民共和国宪法-习近平总书记
2598,通过,NA
2599,拒绝,politics:改革-民主
2600,通过,NA
2601,通过,NA
2602,通过,NA
2603,通过,NA
2604,通过,NA
2605,通过,NA
2606,通过,NA
2607,通过,NA
2608,拒绝,politics:中共中央宣传部-中国共产党
2609,通过,NA
2610,通过,NA
2611,通过,NA
2612,拒绝,politics:改革-民主
2613,通过,NA
2614,通过,NA
2615,通过,NA
2616,通过,NA
2617,拒绝,porn:上门服务
2618,通过,NA
2619,通过,NA
2620,通过,NA
2621,通过,NA
2622,通过,NA
2623,通过,NA
2624,通过,NA
2625,通过,NA
2626,通过,NA
2627,通过,NA
2628,通过,NA
2629,通过,NA
2630,通过,NA
2631,通过,NA
2632,通过,NA
2633,通过,NA
2634,通过,NA
2635,通过,NA
2636,通过,NA
2637,通过,NA
2638,拒绝,politics:习近平
2639,通过,NA
2640,通过,NA
2641,通过,NA
2642,通过,NA
2643,通过,NA
2644,通过,NA
2645,通过,NA
2646,通过,NA
2647,通过,NA
2648,通过,NA
2649,通过,NA
2650,通过,NA
2651,拒绝,politics:习近平总书记
2652,拒绝,politics:个人独裁
2653,通过,NA
2654,拒绝,politics:毛主席
2655,通过,NA
2656,通过,NA
2657,拒绝,politics:德国之声中文网;ad:微信公众号-诚信经营
2658,拒绝,politics:闪灵;abuse:妓女
2659,拒绝,ad:更多优惠
2660,通过,NA
2661,通过,NA
2662,通过,NA
2663,通过,NA
2664,通过,NA
2665,通过,NA
2666,通过,NA
2667,通过,NA
2668,拒绝,politics:改革
2669,通过,NA
2670,通过,NA
2671,通过,NA
2672,通过,NA
2673,通过,NA
2674,通过,NA
2675,拒绝,politics:中国共产党-文化大革命
2676,通过,NA
2677,通过,NA
2678,通过,NA
2679,通过,NA
2680,通过,NA
2681,通过,NA
2682,通过,NA
2683,通过,NA
2684,通过,NA
2685,通过,NA
2686,通过,NA
2687,拒绝,porn:全裸
2688,通过,NA
2689,通过,NA
2690,通过,NA
2691,通过,NA
2692,拒绝,politics:中华人民共和国
2693,通过,NA
2694,通过,NA
2695,通过,NA
2696,通过,NA
2697,通过,NA
